"mid","sex","level"
"177745649","-1","4"
"177816633","-1","4"
"177829815","1","5"
"177939059","-1","4"
"178026434","-1","4"
"178070768","-1","4"
"178083048","-1","3"
"178111685","1","4"
"178159949","-1","4"
"178160769","-1","2"
"178172308","-1","5"
"178266063","-1","3"
"178325516","-1","5"
"178374356","-1","4"
"178381339","-1","5"
"178396844","-1","5"
"178401607","-1","4"
"178410632","-1","4"
"178411897","1","5"
"178413277","-1","5"
"178489565","-1","5"
"178522188","-1","4"
"178539393","-1","5"
"178671183","-1","3"
"178682059","1","4"
"178739258","1","5"
"178847776","-1","5"
"178961871","-1","4"
"178968990","-1","5"
"178983960","-1","4"
"179083132","-1","4"
"179102239","1","4"
"179115072","-1","5"
"179171843","-1","4"
"179216401","-1","2"
"179299934","-1","3"
"179328395","-1","5"
"179462449","-1","4"
"179490135","-1","4"
"179662846","-1","3"
"179690745","-1","5"
"179695471","0","5"
"179711487","-1","4"
"179764439","-1","5"
"179767097","-1","5"
"179796759","1","5"
"179824750","-1","5"
"180220107","-1","5"
"180221431","-1","5"
"180335144","-1","4"
"180353931","-1","5"
"180834664","-1","4"
"180936814","-1","2"
"181480850","-1","4"
"181602815","-1","5"
"181757551","-1","4"
"182170679","0","3"
"182379150","-1","4"
"182391362","1","4"
"182753184","-1","4"
"182819620","-1","2"
"182859207","-1","5"
"183186836","0","4"
"183394599","-1","5"
"184485031","-1","5"
"184544162","-1","3"
"184600242","1","2"
"184844322","0","4"
"184860982","-1","5"
"185279774","1","4"
"185409639","-1","4"
"185452591","-1","4"
"185545491","-1","4"
"185590160","0","4"
"186005999","-1","3"
"186062828","-1","4"
"186542716","-1","4"
"186625249","-1","4"
"186705244","-1","5"
"186721821","-1","5"
"186844746","-1","5"
"187029236","-1","4"
"187375702","-1","3"
"187452144","-1","5"
"187536047","0","5"
"187559410","-1","5"
"187736629","-1","4"
"187933742","-1","3"
"188108742","-1","4"
"188810003","-1","4"
"188878548","-1","5"
"189745446","1","4"
"189934062","-1","5"
"189945066","-1","5"
"190595825","-1","4"
"190933931","-1","5"
"190946331","-1","5"
"190973761","-1","4"
"190990265","0","4"
"191837498","-1","5"
"192313992","-1","4"
"192888640","0","4"
"192901632","-1","4"
"193396495","-1","5"
"193407659","-1","4"
"193770200","-1","4"
"194159665","-1","5"
"194178164","1","4"
"194401884","-1","4"
"194551104","1","3"
"195378971","-1","4"
"195609893","0","3"
"195629889","-1","4"
"195653515","-1","4"
"195778283","-1","4"
"195779149","-1","4"
"196013469","-1","5"
"196344461","-1","4"
"196399298","-1","5"
"196535581","-1","4"
"196578567","-1","4"
"196580219","-1","4"
"197731481","0","4"
"197757534","-1","4"
"197766055","-1","4"
"198218708","-1","5"
"198382659","-1","4"
"198540001","-1","4"
"198548047","-1","4"
"198564284","-1","3"
"198779105","-1","4"
"199543859","-1","4"
"200133885","-1","5"
"200263905","1","5"
"200310764","-1","5"
"200795448","1","3"
"201242945","-1","3"
"201253672","-1","4"
"201380794","1","4"
"202237711","-1","5"
"202718526","-1","4"
"202721468","-1","2"
"202726983","-1","3"
"203195169","1","4"
"203203393","-1","4"
"203476854","-1","5"
"203530217","-1","4"
"203592062","-1","5"
"204307607","-1","4"
"204496573","-1","3"
"204536724","-1","5"
"204757259","-1","4"
"204758171","-1","3"
"204764560","-1","4"
"204808126","1","5"
"204970017","-1","4"
"205547736","1","4"
"206726805","-1","4"
"206936546","-1","4"
"207451785","1","5"
"207616804","-1","4"
"207640164","-1","5"
"208012878","-1","3"
"208120172","-1","4"
"208144791","1","5"
"208163134","-1","3"
"208207296","-1","5"
"208575776","-1","5"
"208649918","-1","4"
"208903938","-1","4"
"208925186","-1","4"
"209259252","-1","3"
"209359535","1","3"
"209549319","-1","5"
"209705955","-1","3"
"210070782","-1","3"
"210138927","-1","4"
"210353619","1","5"
"211045799","1","5"
"211224124","-1","5"
"211545358","0","4"
"211803442","-1","4"
"211902138","-1","5"
"211982266","-1","4"
"212160593","-1","4"
"212356838","-1","4"
"212526719","-1","3"
"212961755","1","4"
"212989585","-1","5"
"213307375","-1","4"
"214004465","1","4"
"214384723","-1","3"
"214462647","-1","3"
"214511708","-1","4"
"214740026","-1","4"
"215490673","-1","5"
"215508707","-1","4"
"216156114","-1","4"
"216308232","-1","5"
"216556309","-1","3"
"216852091","-1","5"
"216905815","-1","5"
"217586318","-1","3"
"218012537","-1","4"
"219356503","-1","2"
"219973300","-1","5"
"220119071","-1","4"
"220265557","-1","4"
"220711090","1","4"
"220817872","-1","5"
"220917542","0","4"
"221051052","-1","4"
"221558925","-1","3"
"221758678","-1","4"
"221816084","-1","4"
"222851821","-1","4"
"223162417","-1","3"
"223254517","-1","4"
"223345037","-1","4"
"223928340","-1","3"
"224013244","1","5"
"224353072","-1","5"
"224812006","-1","4"
"225189388","1","4"
"225322884","-1","4"
"225400627","0","4"
"226014091","-1","3"
"226156257","-1","4"
"226203086","-1","5"
"226261517","-1","5"
"226263571","-1","4"
"226349617","-1","5"
"226657904","-1","4"
"226724694","0","4"
"226757449","-1","3"
"226961861","-1","5"
"227125287","-1","4"
"227293528","-1","5"
"227561858","-1","4"
"227567297","-1","4"
"227585003","-1","2"
"227620071","1","4"
"227681813","1","5"
"228352076","-1","4"
"228424061","-1","4"
"228675028","-1","3"
"228741936","-1","4"
"228881288","-1","4"
"228966648","-1","4"
"229207392","-1","2"
"229482955","-1","3"
"229571684","-1","4"
"229657629","-1","5"
"229681539","0","5"
"229730685","1","5"
"229732844","-1","4"
"229744873","-1","5"
"229753558","-1","4"
"229884133","-1","4"
"229922479","-1","3"
"230150350","-1","3"
"230245882","-1","4"
"230431229","-1","3"
"230541641","-1","3"
"231135030","-1","5"
"231248763","-1","4"
"231252964","-1","4"
"231315493","-1","4"
"231731274","-1","4"
"231747181","-1","4"
"231856926","-1","5"
"232638265","0","5"
"232647313","-1","5"
"232679295","-1","5"
"233204165","-1","3"
"233222942","-1","4"
"233235125","-1","3"
"233273437","-1","3"
"233515718","-1","3"
"233689337","-1","2"
"233811294","-1","2"
"233966182","-1","3"
"233980833","-1","4"
"233988205","-1","4"
"233996036","0","2"
"234017687","-1","3"
"234067285","-1","5"
"234075100","-1","4"
"234107834","-1","5"
"234327004","1","4"
"234328516","-1","4"
"234371898","1","4"
"234511485","-1","4"
"235498455","-1","3"
"235663122","-1","4"
"235693024","-1","4"
"236551988","-1","5"
"236669634","-1","4"
"236708378","-1","4"
"237015414","-1","4"
"237214732","-1","4"
"237446075","-1","4"
"237464266","-1","4"
"237498472","1","4"
"237501148","-1","4"
"237584583","-1","4"
"237602986","-1","4"
"237655021","-1","4"
"237800671","-1","4"
"238035265","-1","5"
"238111646","-1","5"
"238129784","1","5"
"238151982","1","4"
"238162635","-1","5"
"238191100","-1","4"
"238197329","1","5"
"238243196","1","4"
"238262867","-1","4"
"238298857","1","5"
"238352931","-1","4"
"238443923","-1","4"
"238476432","-1","4"
"238602409","-1","5"
"238756579","1","4"
"239591828","-1","4"
"239776777","-1","4"
"239786983","-1","4"
"239805920","-1","4"
"240107196","-1","4"
"240368073","1","4"
"240414092","-1","3"
"240624731","-1","5"
"240739989","-1","4"
"240866093","-1","3"
"241084060","-1","5"
"241109688","-1","4"
"241149420","-1","5"
"241150149","-1","3"
"241189580","0","3"
"241220067","-1","4"
"241269264","-1","4"
"241275563","1","4"
"241293125","-1","3"
"241305941","-1","5"
"241381707","-1","3"
"241435320","-1","4"
"241657016","-1","5"
"241664053","-1","4"
"241693425","1","4"
"241818488","-1","4"
"241834820","-1","5"
"242028603","-1","5"
"242481020","-1","4"
"242538240","-1","5"
"242683410","-1","4"
"243071332","1","5"
"243125413","-1","5"
"243521623","-1","5"
"243811784","-1","4"
"243826465","-1","4"
"243849034","1","4"
"243856115","1","5"
"243856262","1","4"
"243871486","-1","4"
"244146001","1","5"
"244322843","-1","4"
"244332194","-1","4"
"244373316","-1","4"
"244657183","-1","4"
"244928639","-1","4"
"245012375","-1","4"
"245128322","-1","3"
"245177768","-1","4"
"245650170","-1","4"
"245657694","-1","5"
"245677315","-1","4"
"245808220","-1","4"
"246294409","-1","4"
"247029438","1","4"
"247652977","0","4"
"247786574","-1","4"
"247801858","-1","5"
"247938839","-1","4"
"248187220","-1","4"
"248255040","-1","4"
"248348361","-1","4"
"248442237","-1","4"
"248536943","-1","4"
"248625584","-1","4"
"248833641","-1","3"
"248851980","-1","4"
"248959899","0","4"
"248973339","-1","4"
"248975924","-1","5"
"249135630","-1","5"
"249148557","-1","2"
"249155770","-1","4"
"249190870","-1","4"
"249373366","-1","5"
"249398351","-1","3"
"249544180","-1","4"
"249555779","-1","4"
"249619512","1","4"
"249686543","1","4"
"249888730","-1","4"
"249905986","-1","5"
"249923060","-1","5"
"249978310","-1","3"
"249995654","-1","4"
"250000446","-1","4"
"250434379","-1","5"
"250476447","-1","4"
"250618152","-1","3"
"250628089","-1","5"
"250636661","-1","4"
"250650942","-1","5"
"250685767","-1","5"
"250713169","-1","4"
"250901047","-1","4"
"250908035","-1","2"
"251070451","1","5"
"251382711","-1","4"
"252105957","-1","3"
"252282623","-1","5"
"252309602","-1","5"
"252429500","-1","3"
"252484978","-1","4"
"252627300","-1","5"
"253002837","-1","4"
"253047812","-1","2"
"253054653","-1","3"
"253189432","-1","5"
"253204116","-1","3"
"253387608","-1","4"
"253405629","-1","4"
"253444130","-1","5"
"253446687","-1","3"
"253533065","-1","4"
"253688255","0","5"
"254049610","-1","4"
"254075015","-1","3"
"254176391","-1","4"
"254407688","-1","4"
"254473775","-1","4"
"254614961","1","4"
"254641483","1","4"
"254662706","-1","4"
"254727041","-1","5"
"254962336","-1","3"
"255156321","-1","2"
"255208238","-1","4"
"255671849","-1","4"
"255711304","-1","4"
"255978103","-1","4"
"256049004","-1","4"
"256070043","-1","5"
"256103355","0","4"
"256225575","-1","4"
"256295981","-1","4"
"256458562","-1","3"
"256699096","-1","4"
"256792966","-1","4"
"256856713","-1","4"
"256878636","1","4"
"257186563","-1","4"
"257438194","-1","5"
"257583744","-1","4"
"258079221","-1","4"
"258513628","-1","3"
"258583990","-1","4"
"258774805","-1","4"
"258813843","-1","4"
"259192128","-1","4"
"259209321","-1","5"
"259226119","-1","4"
"259277718","-1","4"
"259301483","-1","2"
"259309020","-1","4"
"259326601","-1","3"
"259442715","-1","4"
"259472480","-1","4"
"259500018","1","5"
"259506163","-1","4"
"259606866","-1","4"
"259615326","-1","2"
"259790036","-1","2"
"259875935","-1","5"
"260197898","-1","4"
"260275504","-1","4"
"260975892","-1","5"
"261023832","-1","4"
"261142779","-1","4"
"261474134","-1","4"
"261793204","-1","3"
"262047875","1","4"
"262103222","-1","4"
"262170364","-1","5"
"262272217","1","5"
"262318726","-1","4"
"262407784","-1","4"
"262525456","-1","4"
"262529277","-1","5"
"262921326","-1","4"
"263105693","-1","5"
"263160212","-1","4"
"263171215","-1","5"
"263193407","-1","4"
"263662473","-1","3"
"264034578","-1","4"
"264227273","-1","5"
"265092487","-1","3"
"265639571","-1","4"
"265686912","-1","3"
"265722529","-1","3"
"265747423","-1","3"
"265954559","-1","4"
"266087260","-1","4"
"266114187","-1","4"
"266193636","-1","5"
"266268513","-1","4"
"266585652","-1","3"
"266592649","1","5"
"266614302","-1","5"
"266660224","-1","2"
"266686325","-1","3"
"266743980","-1","3"
"266837473","-1","2"
"266893835","-1","3"
"266932588","-1","4"
"267017368","-1","3"
"267081192","-1","5"
"267084201","-1","3"
"267432577","-1","3"
"267597894","-1","4"
"267618788","-1","4"
"267661952","-1","4"
"267668350","-1","4"
"267684873","-1","4"
"267728781","1","4"
"267804328","-1","4"
"267979592","-1","4"
"268141236","-1","4"
"268215881","-1","4"
"268910709","-1","5"
"269123330","-1","4"
"269232966","-1","4"
"269303827","-1","4"
"269362652","-1","4"
"269377368","-1","4"
"269536782","-1","4"
"269864587","-1","3"
"269899595","0","5"
"269929582","-1","3"
"270839943","-1","4"
"271090899","-1","4"
"271531761","-1","5"
"271585987","-1","4"
"271586426","-1","4"
"271847497","-1","3"
"271911764","-1","4"
"271958621","-1","2"
"272025790","-1","4"
"272081849","-1","4"
"272113891","-1","2"
"272387974","-1","4"
"272443938","-1","4"
"272560988","-1","4"
"272563827","-1","4"
"272720490","0","4"
"272795795","-1","3"
"272952550","-1","4"
"273081980","-1","4"
"273147574","-1","5"
"273165227","-1","2"
"273259498","-1","3"
"273378568","0","4"
"273406347","-1","4"
"273726331","-1","3"
"273897541","-1","4"
"273948176","1","4"
"274272346","-1","4"
"275002761","-1","3"
"275007153","-1","3"
"275011215","-1","4"
"275034262","-1","3"
"275045383","-1","4"
"275156431","-1","2"
"275191867","-1","4"
"275267594","-1","3"
"275301729","1","5"
"275302812","-1","5"
"275302985","-1","4"
"275466030","-1","4"
"275616949","-1","3"
"275677402","-1","3"
"276232344","-1","5"
"276240164","-1","4"
"276327115","-1","4"
"276856402","-1","4"
"276957063","-1","4"
"276964567","-1","4"
"277252407","-1","5"
"277467909","-1","4"
"277598343","-1","4"
"277659450","-1","4"
"277720933","-1","5"
"277746262","-1","4"
"277757117","-1","4"
"277768092","-1","4"
"277773377","-1","4"
"277798877","-1","5"
"277932169","-1","3"
"277970518","-1","3"
"278000613","-1","2"
"278011351","-1","3"
"278092895","-1","4"
"278441948","-1","2"
"278470038","-1","5"
"278495361","-1","4"
"278728606","-1","4"
"278930599","-1","4"
"279048929","-1","3"
"279134023","-1","4"
"279239523","-1","3"
"279262419","-1","5"
"279269476","0","3"
"279520945","-1","5"
"279691324","-1","5"
"279815178","-1","4"
"279907929","-1","4"
"279958698","-1","3"
"280067723","-1","3"
"280069317","-1","4"
"280114932","-1","4"
"280128656","-1","5"
"280340821","-1","3"
"280660723","-1","3"
"280742599","-1","3"
"280770033","-1","4"
"280866651","-1","3"
"280889010","-1","4"
"281151669","-1","3"
"281231144","-1","4"
"281401500","-1","4"
"282120208","-1","3"
"282464198","-1","5"
"282518897","-1","4"
"282620061","0","5"
"282629202","1","5"
"282916805","-1","3"
"282978810","-1","4"
"283062910","-1","4"
"283067882","-1","5"
"283185192","-1","4"
"283213697","-1","4"
"283310265","-1","3"
"283658494","1","4"
"283683807","-1","2"
"284077944","-1","4"
"284102447","-1","4"
"284195315","-1","4"
"284233895","-1","3"
"284243253","-1","5"
"284261634","-1","4"
"284288739","-1","3"
"284479588","-1","5"
"284492014","0","5"
"284673579","-1","3"
"284933361","-1","4"
"285015389","-1","4"
"285019407","-1","3"
"285094916","-1","4"
"285257909","-1","5"
"285277358","-1","4"
"285509501","1","4"
"285715382","-1","4"
"285832879","-1","4"
"285890394","-1","4"
"285900169","-1","3"
"285906145","-1","4"
"286095578","-1","3"
"286204381","-1","5"
"286405961","-1","3"
"286412487","-1","4"
"286442968","-1","2"
"286466646","-1","4"
"286479793","-1","4"
"286503491","0","5"
"286509116","-1","4"
"286532659","-1","4"
"286607669","-1","4"
"286639505","-1","4"
"286671834","-1","4"
"286713419","-1","4"
"286789498","-1","3"
"286921376","-1","5"
"286992458","-1","5"
"287093144","1","4"
"287401375","-1","4"
"287439534","-1","4"
"287459430","1","4"
"287757457","1","4"
"287765858","-1","4"
"287767424","-1","3"
"287812820","-1","4"
"287819719","-1","3"
"287850233","-1","4"
"287880391","-1","5"
"287923304","-1","4"
"287925751","1","5"
"287948867","-1","4"
"287982825","-1","3"
"288146947","-1","2"
"288176743","-1","3"
"288216294","-1","4"
"288217182","-1","5"
"288221222","-1","3"
"288254409","-1","5"
"288262538","-1","4"
"288309051","-1","2"
"288343963","-1","4"
"288346804","-1","4"
"288527031","-1","4"
"288530816","-1","4"
"288569884","-1","3"
"288638096","-1","2"
"288651926","-1","3"
"288663179","-1","4"
"288665830","-1","2"
"288678175","-1","4"
"288753024","-1","4"
"288757876","-1","3"
"288915905","-1","5"
"288967259","-1","4"
"288997395","-1","4"
"289078878","-1","3"
"289088610","-1","4"
"289110460","-1","4"
"289542190","-1","5"
"289768017","-1","2"
"290012800","-1","4"
"290014229","1","4"
"290067980","-1","4"
"290241225","-1","4"
"290254377","-1","4"
"290277513","-1","4"
"290358094","-1","4"
"290367605","0","4"
"290397913","-1","5"
"290416923","-1","3"
"290425309","-1","5"
"290481597","-1","4"
"290529614","1","4"
"290727423","1","4"
"290740840","-1","3"
"290762611","-1","4"
"290786351","-1","4"
"290916901","-1","4"
"290944200","-1","4"
"291003336","-1","4"
"291021092","-1","5"
"291113047","-1","3"
"291116753","-1","4"
"291144151","-1","3"
"291234240","-1","4"
"291249002","-1","4"
"291311613","-1","4"
"291339025","-1","4"
"291375904","-1","3"
"291393858","-1","4"
"291401674","-1","4"
"291504067","-1","4"
"291588187","-1","3"
"291641835","-1","2"
"291831206","-1","3"
"292030957","-1","4"
"292039093","-1","3"
"292065849","-1","4"
"292072708","-1","5"
"292106609","-1","4"
"292787666","-1","4"
"293124622","1","4"
"293129746","-1","5"
"293137785","-1","3"
"293173189","-1","4"
"293321301","-1","4"
"293466813","-1","5"
"293647329","-1","3"
"293680701","-1","4"
"293749018","-1","2"
"293772022","-1","4"
"293909943","0","2"
"293941364","-1","4"
"294141348","-1","4"
"294592197","-1","4"
"294604329","-1","4"
"294604413","-1","5"
"294628099","-1","4"
"294691975","1","5"
"295053321","-1","2"
"295199345","-1","5"
"295685005","-1","4"
"295697957","-1","4"
"295719076","-1","2"
"296729280","-1","2"
"296820655","-1","5"
"296832172","-1","4"
"296884196","-1","3"
"297185845","-1","4"
"297272019","-1","4"
"297460815","-1","4"
"297526941","-1","4"
"297609011","-1","4"
"297613033","-1","3"
"297709849","0","4"
"297761272","-1","5"
"297806033","-1","5"
"297951195","-1","4"
"298015263","0","4"
"298019136","-1","4"
"298055953","-1","4"
"298087694","-1","4"
"298188689","-1","3"
"298256633","-1","4"
"298272306","-1","3"
"298561595","-1","4"
"298665990","-1","4"
"298778993","-1","4"
"299218779","-1","4"
"299318238","-1","3"
"299561636","-1","5"
"299649708","-1","4"
"299681758","-1","4"
"299859653","-1","2"
"299921665","1","4"
"299948898","1","4"
"300061580","-1","3"
"300409329","-1","3"
"300722074","-1","5"
"300971605","-1","3"
"301139519","-1","4"
"301186779","-1","3"
"301192157","-1","4"
"301456086","-1","3"
"301459928","-1","3"
"301702860","-1","4"
"301815567","-1","4"
"301857707","-1","4"
"301929338","-1","3"
"301931189","1","3"
"302080483","-1","3"
"302140890","-1","5"
"302288699","-1","3"
"302327308","-1","5"
"302481129","-1","5"
"302518849","-1","4"
"302562663","-1","4"
"302619027","-1","4"
"302702310","-1","4"
"303289891","-1","5"
"303309336","1","4"
"303499442","-1","3"
"303557420","-1","3"
"303924331","-1","4"
"304220232","-1","4"
"304662012","-1","4"
"304745790","-1","4"
"304756953","-1","4"
"304987717","-1","4"
"305327620","1","4"
"305563292","-1","4"
"305590907","-1","4"
"305609161","-1","4"
"305738660","-1","5"
"305776127","0","5"
"305850927","1","4"
"306190361","-1","2"
"306215401","-1","4"
"306248237","-1","3"
"306388499","-1","3"
"306880560","-1","3"
"307048895","-1","3"
"307114513","-1","4"
"307316202","-1","3"
"307398028","-1","3"
"307413010","-1","4"
"307429837","-1","4"
"307476243","-1","4"
"308137890","-1","3"
"308139023","-1","4"
"308165820","-1","5"
"308509781","-1","2"
"309241987","-1","3"
"309318461","-1","5"
"309344338","-1","3"
"309483741","-1","3"
"310062892","-1","3"
"310288389","-1","4"
"310647226","-1","3"
"310702554","-1","5"
"310801649","-1","5"
"311800444","-1","5"
"312031518","-1","2"
"312167402","-1","4"
"312230772","-1","5"
"312646711","-1","4"
"312702987","-1","3"
"312704257","-1","4"
"312740623","-1","4"
"313136880","-1","4"
"313202030","0","4"
"313243895","0","4"
"313556481","1","4"
"313642386","-1","4"
"313714707","-1","4"
"313937282","-1","4"
"313995309","-1","2"
"314404316","-1","4"
"314793971","-1","4"
"315390056","-1","5"
"315484453","-1","2"
"315581112","1","4"
"315586898","-1","4"
"315619700","1","5"
"315670034","-1","4"
"315964507","-1","4"
"315975809","-1","3"
"316048784","-1","4"
"316049750","-1","4"
"316237448","-1","3"
"316269999","-1","3"
"316328914","-1","4"
"316374594","-1","2"
"316399253","-1","4"
"316409397","-1","4"
"316413289","-1","3"
"316480033","-1","5"
"316527103","-1","3"
"316637847","-1","2"
"316711992","0","4"
"316875389","-1","4"
"316891229","-1","4"
"317030506","-1","5"
"317096027","-1","3"
"317107287","0","4"
"317119300","-1","4"
"317120726","-1","4"
"317407453","0","5"
"317460145","-1","3"
"317631222","-1","5"
"317868824","-1","5"
"317954045","-1","4"
"318006438","-1","4"
"318027555","1","4"
"318145665","-1","4"
"318454840","0","3"
"318887062","1","4"
"318942771","1","4"
"318951471","1","4"
"318958117","1","4"
"319197202","-1","3"
"319346706","-1","4"
"319399635","-1","3"
"319414646","-1","4"
"319488857","-1","4"
"319686766","-1","3"
"319935306","-1","4"
"320142032","-1","5"
"320512570","0","4"
"320650995","-1","4"
"320860840","-1","2"
"320885591","1","5"
"321187682","-1","3"
"321445265","-1","4"
"321457894","-1","4"
"321567356","-1","4"
"321587317","-1","3"
"321717375","-1","4"
"321750985","-1","3"
"321783411","-1","4"
"321826356","-1","4"
"321830579","0","4"
"321946665","-1","4"
"321949605","-1","4"
"322028619","-1","3"
"322043215","1","4"
"322176044","-1","4"
"322266745","-1","4"
"322728726","-1","4"
"323042553","-1","3"
"323085985","-1","4"
"323291867","-1","3"
"323300210","-1","3"
"323330230","-1","4"
"323338410","-1","4"
"323425394","-1","4"
"323441998","-1","3"
"323517936","-1","3"
"323640759","-1","4"
"323666699","-1","3"
"323928574","-1","3"
"323965177","0","4"
"324430821","-1","3"
"324452922","-1","4"
"324763204","-1","3"
"324885073","-1","4"
"324980265","-1","4"
"325082480","-1","4"
"325226809","-1","4"
"325351030","-1","4"
"325398852","1","4"
"325485036","1","4"
"325541843","1","4"
"325838554","1","4"
"325847294","-1","4"
"325984518","-1","4"
"326121661","-1","2"
"326136980","1","4"
"326194469","-1","4"
"326229551","-1","3"
"326331271","1","5"
"326422907","-1","3"
"326550135","-1","4"
"326557881","-1","4"
"326799419","1","3"
"326891696","-1","5"
"327003877","-1","4"
"327012562","-1","3"
"327073810","-1","3"
"327076253","-1","4"
"327289839","1","4"
"327329511","0","4"
"327349654","-1","4"
"327546858","-1","4"
"327560363","-1","4"
"327593898","-1","4"
"327764011","-1","4"
"327861091","-1","3"
"327896145","1","4"
"327968735","-1","4"
"328115482","-1","4"
"328135510","-1","6"
"328180248","-1","3"
"328342373","-1","4"
"328449570","-1","4"
"328653487","-1","3"
"328984461","-1","2"
"329019980","-1","4"
"329402047","-1","4"
"329539366","1","4"
"329562593","-1","4"
"329576629","-1","3"
"329604354","-1","4"
"329812540","1","4"
"329867444","-1","3"
"329868441","-1","4"
"330085512","-1","4"
"330506468","1","3"
"330679405","-1","2"
"330917369","-1","4"
"331355816","-1","4"
"331402578","-1","4"
"331718367","-1","4"
"332605168","-1","4"
"332742194","-1","4"
"332946200","-1","3"
"333029004","-1","3"
"333869312","1","4"
"333908996","-1","5"
"334029474","0","4"
"334059913","-1","4"
"334115962","-1","3"
"334384113","-1","3"
"334415530","-1","5"
"334839308","-1","4"
"334855326","-1","3"
"334982363","-1","4"
"335094386","-1","4"
"335142431","-1","3"
"335213427","-1","3"
"335333694","1","4"
"335397407","-1","3"
"335403228","1","4"
"335481763","-1","2"
"335534964","-1","4"
"335769765","-1","4"
"335771117","-1","4"
"335846057","1","3"
"335969656","-1","3"
"336008844","1","4"
"336109116","-1","2"
"336130050","1","3"
"336168840","-1","4"
"336230933","-1","3"
"336282939","-1","4"
"336524128","-1","4"
"336533056","-1","3"
"336673815","-1","5"
"336974174","-1","4"
"337356560","-1","4"
"338762247","-1","4"
"339206229","-1","4"
"339257792","-1","5"
"339780655","-1","4"
"339798563","-1","4"
"339800138","-1","3"
"340421010","-1","4"
"340955013","1","4"
"341037939","1","4"
"341114299","-1","4"
"341394839","-1","2"
"341972295","-1","3"
"341977701","-1","4"
"342082331","-1","4"
"342193557","-1","4"
"342238554","-1","3"
"342712974","1","5"
"342844772","-1","2"
"342973527","-1","4"
"343065806","-1","2"
"343085009","-1","4"
"343298654","-1","4"
"343308354","-1","4"
"343475303","-1","4"
"343556713","-1","4"
"343559361","-1","4"
"343613943","-1","5"
"343769640","-1","4"
"343876053","-1","4"
"343916619","-1","4"
"343931600","-1","2"
"344045689","-1","4"
"344159276","-1","4"
"344837207","-1","3"
"345017967","-1","3"
"345159820","-1","3"
"345325585","0","4"
"345635928","-1","4"
"345636447","1","4"
"345696134","-1","4"
"345699461","-1","4"
"345718894","-1","4"
"345738827","-1","4"
"345758225","-1","5"
"345846690","-1","4"
"345859729","-1","3"
"345865780","-1","3"
"345968806","1","4"
"345989434","-1","3"
"346028775","-1","4"
"346095865","-1","4"
"346108057","-1","4"
"346208641","-1","4"
"346229580","1","4"
"346262827","-1","3"
"346293755","-1","4"
"346302271","-1","4"
"346493037","-1","4"
"346767252","1","4"
"346767258","1","4"
"346905623","-1","4"
"346926258","-1","4"
"346946408","-1","5"
"346994194","-1","4"
"347002797","-1","3"
"347041548","-1","4"
"347421592","-1","4"
"347461481","0","4"
"347516456","-1","4"
"347719326","0","3"
"347744553","-1","4"
"347790158","-1","3"
"347796883","1","4"
"348443865","1","4"
"348534283","-1","4"
"348594959","-1","3"
"348637830","-1","4"
"348820062","-1","4"
"348877251","-1","4"
"348945500","1","4"
"348950904","-1","5"
"349078124","-1","4"
"349139547","-1","6"
"349191235","-1","2"
"349214458","-1","4"
"349296603","-1","4"
"349451350","-1","4"
"349469822","-1","4"
"349513788","-1","4"
"349659556","-1","3"
"349719621","-1","4"
"349741085","-1","3"
"349757834","-1","4"
"350113316","-1","3"
"350157322","-1","4"
"350172016","-1","4"
"350250381","-1","3"
"350275618","-1","4"
"350313953","-1","4"
"350342915","1","4"
"350361115","1","5"
"350640995","-1","4"
"350653781","-1","4"
"350661705","-1","5"
"350684485","-1","4"
"350691985","-1","2"
"350712185","1","5"
"350800345","-1","2"
"350862868","-1","5"
"350928638","-1","4"
"350937502","-1","4"
"350965558","0","4"
"350988830","1","4"
"351126473","-1","3"
"351281582","-1","3"
"351288367","-1","4"
"351339759","0","5"
"351352370","-1","4"
"351361901","-1","3"
"351386081","-1","4"
"351395034","-1","3"
"351402293","-1","3"
"351505054","-1","3"
"351545220","-1","4"
"351587010","1","4"
"351791162","-1","3"
"351805095","-1","3"
"351809635","-1","3"
"351925171","-1","4"
"351950070","-1","4"
"352044017","-1","4"
"352115971","-1","3"
"352128374","-1","3"
"352163572","-1","4"
"352214925","-1","4"
"352348958","-1","4"
"352475748","-1","4"
"352475823","-1","3"
"352511367","-1","4"
"352672099","-1","4"
"352699953","-1","4"
"352734548","-1","4"
"352833348","-1","4"
"352893440","-1","3"
"352948644","-1","4"
"352983005","1","4"
"353219719","-1","4"
"353289950","-1","3"
"353484385","-1","4"
"353564150","1","4"
"353574927","-1","4"
"353652723","-1","4"
"353778853","-1","4"
"353783984","-1","4"
"353812141","-1","3"
"353837548","-1","4"
"353996873","-1","3"
"354069565","-1","4"
"354150163","-1","4"
"354153229","1","4"
"354170616","-1","4"
"354306918","-1","4"
"354326402","-1","4"
"354329749","-1","3"
"354365749","-1","4"
"354394297","-1","3"
"354492373","-1","4"
"354549921","-1","3"
"354577915","-1","2"
"354652435","-1","2"
"354788222","-1","4"
"354880785","-1","4"
"354885246","-1","4"
"354885606","-1","5"
"355186870","-1","4"
"355192096","-1","2"
"355365731","-1","4"
"355551221","-1","3"
"355567867","1","4"
"355685224","-1","4"
"355725094","-1","4"
"355834235","-1","3"
"355837616","-1","4"
"355854730","-1","4"
"355895328","1","4"
"356013651","-1","3"
"356076414","-1","4"
"356154126","-1","4"
